avggift,lastgife,pgift,ampergift,response
15,25,0.14,21.67,0
10.4,20,0.21,17.5,0
15,15,0.23,16.67,0
15,15,0.09,15,1
11.33,15,0.37,16.75,0
5.12,5,0.28,5,0
5.14,10,0.28,8,0
15,20,0.16,15,0
9.8,19,0.13,19,0
10.4,15,0.13,12.33,1
11.73,25,0.15,20,0
3.46,5,0.24,5,1
6.67,10,0.15,6.67,0
20,20,0.08,20,0
9,15,0.09,9,0
4.56,3,0.27,5.4,0
7.71,5,0.23,10.33,0
7.5,15,0.23,15,0
8.5,10,0.27,8.67,1
31.67,60,0.08,42.5,0
14,25,0.12,22.5,0
12.38,17,0.21,15.67,0
9.85,17,0.28,12.5,0
11,15,0.11,14,0
14,21,0.13,20,0
7.89,9,0.15,9.5,0
11,15,0.11,12.5,0
20,20,0.06,20,0
25,25,0.07,25,0
7.14,10,0.16,9,0
9.15,25,0.36,20.67,0
9.35,10,0.16,12.5,0
14.83,21,0.1,19,0
13.22,22,0.15,20.67,0
11.2,11,0.19,14.2,0
18.11,27,0.15,27.33,0
20.67,22,0.12,23.5,0
12.44,25,0.13,20.5,0
4.41,4,0.24,4.2,0
18.75,15,0.1,17.5,0
15,15,0.08,0,0
8.56,10,0.17,10,0
14,20,0.09,20,1
23.9,25,0.14,25,1
19,10,0.13,25,0
20.67,22,0.09,21,0
17.25,50,0.12,21.33,0
6.23,3,0.34,6.5,0
11.5,16,0.12,13.67,0
11.67,12,0.22,12,0
8,12,0.26,11,0
15.17,20,0.18,20,0
14.15,10,0.19,10,0
15,10,0.13,20,0
15,20,0.13,18.33,1
7.52,10,0.28,10,0
41.67,50,0.19,37.5,0
10.83,10,0.35,11.38,0
6.5,15,0.27,7.67,0
12.9,10,0.14,26,0
3.57,3,0.48,4.78,1
10.5,12,0.15,10.67,0
13.14,18,0.23,14,1
12.08,10,0.18,11.67,0
10.67,16,0.16,11.8,0
10,15,0.1,10,0
12.36,10,0.27,13.12,0
5.78,5,0.35,6.17,0
9.44,15,0.25,13,0
10.2,15,0.13,15,0
15,15,0.08,15,0
8,10,0.29,8.67,0
20,20,0.07,20,0
11.43,20,0.16,16,0
10.38,16,0.14,13.5,0
29.44,40,0.11,37.5,0
10,15,0.08,15,0
15,20,0.08,20,0
15,15,0.08,15,0
21.25,25,0.07,25,0
71.67,125,0.08,137.5,0
8.45,12,0.22,12,0
7.33,20,0.19,10.5,0
9,15,0.18,14,0
12.67,5,0.13,12.67,0
16,20,0.11,16.67,1
20,20,0.07,20,0
16.36,21,0.2,21,0
5.75,8,0.18,7.33,0
13.33,16,0.11,13.33,0
15,15,0.08,15,0
14.78,20,0.17,20,0
10.5,20,0.14,0,0
10.5,15,0.1,13,0
69.62,100,0.12,100,0
15,20,0.1,15,0
3.89,12,0.28,10.67,0
4.84,2,0.47,3.8,0
8.75,15,0.14,12.5,0
15,15,0.07,15,0
10.07,17,0.23,14.83,1
28.6,36,0.16,33,1
6,15,0.17,11,0
10.71,15,0.13,25,0
5.71,5,0.19,6.4,1
9.67,15,0.11,13.5,0
7.73,10,0.22,10,0
14.5,17,0.13,14.5,0
7.5,5,0.19,8.33,1
7.75,10,0.2,8.8,1
23,27,0.08,24.5,0
11.4,15,0.14,12.33,0
8.6,15,0.16,11.67,0
8.09,10,0.17,15,1
5.29,5,0.31,5.12,1
10.61,14,0.24,14,0
14.26,15,0.32,15.67,0
5.27,10,0.47,8.5,0
20,20,0.09,20,0
7.56,10,0.26,8,1
12.36,0,0.15,14.33,0
7.83,15,0.18,13.67,0
8.33,15,0.1,15,0
8.27,20,0.35,15,0
20,30,0.07,30,0
6.65,20,0.24,20,0
8.75,10,0.15,8.75,0
20,20,0.07,20,0
14.33,15,0.07,15,1
10,15,0.16,12.5,1
13.09,10,0.15,15,0
20.12,25,0.14,37.5,0
12.5,15,0.08,15,1
3.37,5,0.6,3.57,1
15,20,0.12,15,0
10.33,10,0.17,10,0
10.56,19,0.21,19,0
8.88,11,0.14,11.25,1
11.25,15,0.15,15,0
13,17,0.12,16,0
16.25,15,0.11,15,0
5.57,6,0.28,5.67,0
4.1,10,0.46,6.33,1
20,20,0.07,20,0
4.23,10,0.42,5.75,0
7.9,15,0.16,15,1
11.43,10,0.2,10,0
10.8,10,0.17,10.8,0
27.5,35,0.07,30,0
12.5,18,0.27,17.25,1
22.25,27,0.09,27,1
25,25,0.08,25,0
6.69,10,0.22,9.2,0
8.62,10,0.18,10,0
5.7,10,0.23,10.67,1
10.25,16,0.12,12,0
7.33,20,0.19,15,0
11.56,15,0.14,15,1
20,20,0.08,20,1
17.5,13,0.2,20.5,1
9.94,15,0.25,11.88,1
5.6,5,0.27,6.33,1
10.2,13,0.15,11.5,1
8.22,12,0.19,10.4,1
7.35,8,0.38,8.67,1
7.97,13,0.33,11.75,1
26.67,20,0.15,25,1
12.25,20,0.12,20,1
14.67,25,0.2,25,1
10.25,16,0.13,8.33,1
14.86,20,0.11,20,1
4.89,9,0.24,12,1
9.2,10,0.22,10,1
14,20,0.43,14.2,1
12.62,15,0.14,15,1
8.89,20,0.28,15,1
9,7,0.12,9,1
9.75,10,0.14,15,1
6,10,0.19,9.33,1
35,50,0.09,50,1
10.47,25,0.22,16.67,1
40.75,47,0.13,47,1
20,20,0.07,20,1
8.23,10,0.28,10,1
10,15,0.12,15,1
7.93,8,0.28,9.17,1
9.9,15,0.16,14,1
4.28,3,0.73,3.45,1
15,15,0.07,15,1
6.82,10,0.19,7.4,1
22.56,25,0.18,25.6,1
17.33,45,0.18,45,1
10.17,10,0.33,17,1
15.38,15,0.21,17.4,1
7.35,10,0.38,8.14,1
15,20,0.11,15,1
37.5,50,0.1,37.5,1
8.17,10,0.21,9.5,1
3.29,5,0.2,4,1
7.25,15,0.17,7.25,1
8.78,10,0.27,10,1
22,30,0.14,25,1
4.11,4,0.36,4.6,1
12.5,15,0.11,12.5,1
8.92,13,0.24,11.4,1
15,15,0.08,15,1
10.4,15,0.11,13.5,1
15.52,20,0.29,19.57,1
3.76,5,0.31,5,1
9,13,0.18,10.25,1
10,10,0.18,10,1
15,15,0.08,15,1
9.73,13,0.17,13,1
7.45,10,0.28,9.75,1
10.6,17,0.1,16,1
7.5,10,0.22,9.25,1
10.5,12,0.15,10.5,1
6.87,14,0.34,9.75,1
9.64,17,0.21,17,1
4.35,7,0.25,5.43,1
37.5,25,0.05,25,1
20,20,0.07,20,1
9.79,10,0.22,12,1
9.77,10,0.18,8.5,1
4.41,5,0.31,5,1
20,20,0.07,20,1
12.33,15,0.11,15,1
5.85,5,0.2,6.83,1
5.4,5,0.21,5,1
12.4,20,0.15,16,1
4.81,5,0.32,5,1
15,15,0.14,15,1
11.4,15,0.22,12.11,1
5.25,7,0.4,5.29,1
7.75,8,0.15,9.33,1
15.83,25,0.14,20,1
8.27,12,0.31,12,1
5.95,4,0.31,7.33,1
10.31,14,0.2,13,1
25,50,0.09,50,1
16.67,20,0.27,16.67,1
25,25,0.08,25,1
8.32,15,0.17,10.33,1
9.27,14,0.22,12.67,1
8.65,0,0.22,10,1
25,25,0.07,25,1
10.27,12,0.18,10.67,1
25,25,0.08,25,1
4.96,4,0.33,4.86,1
7.08,14,0.23,12.67,1
25,25,0.07,25,1
8.75,10,0.17,8.75,1
13.6,10,0.42,20.33,1
16.67,15,0.09,25,1
11.88,12,0.17,14,1
17.5,15,0.13,20,1
7.22,7,0.29,7,1
18.33,10,0.14,22.5,1
12.33,10,0.19,10,1
8,15,0.16,14,1
6.29,5,0.38,7.33,1
3.12,2,0.3,4,1
5.38,10,0.18,6.25,1
10.67,15,0.12,15,1
11.5,10,0.29,10,1
16,17,0.09,16,1
11.33,10,0.21,10,1
15,15,0.08,15,1
9.87,15,0.26,12.5,1
10,15,0.09,10,1
15.22,25,0.28,25,1
14.2,15,0.08,14.2,1
13.67,15,0.13,13.67,1
9.24,10,0.41,10,1
29.5,6,0.11,53,1
12.33,15,0.14,12.33,1
10,10,0.33,10,1
11.4,13,0.17,12,1
15,15,0.14,15,1
10.57,15,0.14,15,1
8.12,12,0.22,8.83,1
20,20,0.07,20,1
3.4,3,0.4,3.43,1
12.5,15,0.12,12.5,1
15,20,0.17,20,1
9.67,16,0.21,12.8,1
9.5,15,0.18,12,1
3.44,3,0.41,3.67,1
12.5,20,0.11,12.5,1
8.43,20,0.14,16,1
15,15,0.08,15,1
12.67,12,0.23,14.25,1
8.43,10,0.21,10,1
12.92,15,0.2,15,1
8.93,5,0.19,9.75,1
25,25,0.08,25,1
5.25,8,0.21,6.5,1
4.52,10,0.2,7.33,1
15.5,17,0.12,17.33,1
15,15,0.07,15,1
6.59,8,0.3,8.2,1
5.64,10,0.35,7.5,1
25,25,0.06,25,1
20,25,0.07,25,1
4.97,6,0.42,4.75,1
7.38,10,0.22,7.8,1
15,15,0.08,15,1
25,25,0.06,25,1
18,25,0.08,25,1
18.6,5,0.18,29.2,1
8.73,13,0.56,12.44,1
10,18,0.13,14.33,1
15,15,0.08,15,1
7.18,10,0.37,8.67,1
12.61,15,0.2,15,1
23.33,25,0.12,23.33,1
7.52,10,0.46,10,1
9.96,15,0.37,13.6,1
9,13,0.22,11.2,1
4.35,5,0.48,8.33,1
9.46,13,0.59,12.09,1
20.4,25,0.14,26,1
5.33,5,0.32,5.57,1
6.31,8,0.39,6.25,1
9.88,15,0.22,11.5,1
8,10,0.28,8.75,1
27.5,35,0.06,35,1
12.2,17,0.18,16,1
15,20,0.11,20,1
13,16,0.1,13,1
40.88,50,0.14,43.75,1
15.29,19,0.14,18,1
6.4,10,0.27,7.4,1
10.6,13,0.14,12,1
15,20,0.07,20,1
19.17,25,0.15,25.67,1
14.7,25,0.17,25,1
15,20,0.09,15,1
5.5,6,0.32,6.14,1
17.4,22,0.1,21,1
13,16,0.1,13,1
10,10,0.12,10,1
7.2,15,0.2,9.4,1
11.5,10,0.18,8.67,1
7.56,10,0.32,8.12,1
14.17,25,0.11,22.5,1
3.08,3,0.37,3.12,1
15,20,0.17,19,1
6.41,6,0.36,8,1
7.85,10,0.23,10,1
7.5,11,1,9.5,1
9.45,10,0.2,11.33,1
12,20,0.18,13.75,1
4.33,5,0.3,4.33,1
28.75,40,0.12,40,1
6.5,10,0.33,8.83,1
8.33,10,0.15,8.33,1
2.26,2,0.36,2.8,1
8,15,0.19,12.25,1
11,10,0.21,10,1
8.22,7,0.15,6.75,1
7.88,10,0.2,9.25,1
5.1,7,0.35,5.78,1
8.5,15,0.11,13,1
20.17,26,0.24,27.5,1
7.3,10,0.2,12,1
8.08,10,0.39,8.67,1
20,20,0.11,20,1
12.33,20,0.12,8.5,1
13.8,25,0.12,22.5,1
8.63,10,0.28,10,1
12.75,14,0.14,12.75,1
10.67,18,0.21,13.9,1
7.77,17,0.19,17,1
5.54,10,0.19,11.67,1
15,15,0.07,15,1
8.4,15,0.14,9.75,1
9.91,5,0.24,15,1
14.25,17,0.1,17,1
10.19,16,0.2,14,1
3.59,16,0.24,13,1
12,18,0.2,16.25,1
23.75,25,0.12,25,1
16.33,25,0.1,25,1
13.6,15,0.16,16.25,1
3.11,3,0.41,4.12,1
7.33,10,0.15,7.33,1
12.62,20,0.21,16.67,1
15,15,0.09,17.5,1
7.84,10,0.21,10.8,1
13,20,0.14,16.5,1
10,15,0.15,13,1
11.67,5,0.15,13.75,1
15.46,31,0.42,25.67,1
7.64,10,0.21,10,1
10.89,16,0.42,15,1
15,15,0.21,15,1
15,20,0.1,20,1
13,16,0.1,15,1
10.82,15,0.29,14,1
7.79,5,0.34,10.43,1
23,23,0.07,23,1
7.43,9,0.39,7.67,1
20.83,25,0.17,18.33,1
11.67,15,0.11,11.67,1
6.04,5,0.35,13.75,1
10,10,0.21,10.5,1
8,16,0.24,14,1
7.38,4,0.61,7.86,1
11.14,13,0.29,14,1
3.86,7,0.33,5.6,1
9.67,15,0.11,12.5,1
8.38,10,0.19,11,1
6.43,8,0.28,7,1
16,20,0.12,16,1
16.82,20,0.17,20,1
4.94,12,0.27,6.75,1
5.79,5,0.3,6.5,1
10.88,15,0.14,15,1
16.25,20,0.44,17.5,1
13.17,15,0.14,15.75,1
23.86,30,0.12,30,1
12.33,14,0.13,13,1
25,25,0.06,25,1
6.63,10,0.25,11.33,1
15,20,0.09,20,1
11.86,20,0.13,20,1
10.44,13,0.24,11.29,1
9.12,11,0.22,8,1
8.76,12,0.7,11,1
9.25,15,0.12,15,1
8.44,16,0.16,14.5,1
9.4,20,0.12,20,1
9.5,15,0.11,13,1
10.94,10,0.13,13.33,1
5.26,10,0.3,8.4,1
18.06,25,0.21,18,1
15.2,20,0.13,20.33,1
3.82,6,0.24,4.67,1
15.57,23,0.16,20.5,1
4.12,3,0.28,4.29,1
10.33,16,0.1,13,1
7.89,15,0.17,11,1
4.56,6,0.32,4.67,1
15,15,0.07,15,1
10.6,12,0.6,10.8,1
10,12,0.22,10.71,1
14.89,24,0.17,20,1
7.63,10,0.3,10,1
5.93,10,0.36,7.8,1
10,10,0.13,10,1
10,15,0.1,15,1
8,15,0.2,8.5,1
7.58,10,0.24,8.43,1
12.4,15,0.14,15.33,1
7.31,7,0.28,7.5,1
10.23,20,0.22,20,1
9.7,15,0.15,15,1
23,23,0.07,23,1
8.39,10,0.22,10,1
6.42,6,0.27,5.67,1
8.67,15,0.14,10,1
22.5,25,0.1,30,1
15,15,0.1,15,1
35,25,0.07,40,1
7,13,0.24,12,1
13,17,0.16,16,1
13.33,20,0.09,20,1
13.07,20,0.42,18.5,1
16.25,20,0.14,18,1
7.71,10,0.23,9.57,1
4.17,2,0.28,4.57,1
12.75,23,0.14,20,1
3.93,1.31E+01,0.45,9.05,1
3.66,3,0.39,3.25,1
13.18,20,0.2,17,1
5.11,10,0.19,6.25,1
15,15,0.12,15,1
12.5,14,0.16,12.5,1
7.67,10,0.24,10.5,1
12.29,30,0.19,25,1
9.71,15,0.16,12.67,1
17.6,25,0.1,22.5,1
30,35,0.1,30,1
13.5,17,0.09,17,1
11.67,20,0.08,20,1
9,15,0.18,15,1
7.57,10,0.23,7.83,1
3.06,5,0.39,4,1
8.08,10,0.28,10.83,1
15,20,0.1,15,1
6.88,11,0.23,9.4,1
9.88,13,0.17,11.5,1
15,20,0.1,15,1
12.11,47,0.36,14.75,1
9.92,10,0.64,10.75,1
10.22,14,0.17,14,1
9.67,13,0.19,13,1
4.5,5,0.26,6.8,1
8.5,11,0.17,8.5,1
10.32,10,0.22,10.33,1
3,5,0.53,4.25,1
4.75,4,0.28,5.2,1
9.47,14,0.14,13.26,1
10.68,10,0.23,10.67,1
53,53,0.07,53,1
7.2,10,0.19,7.2,1
8.53,5,0.2,12,1
15.9,21,0.19,20.5,1
7.67,7,0.14,7.67,1
9.67,10,0.23,11,1
9.15,10,0.21,12.5,1
12.22,10,0.29,14,1
7.44,10,0.6,8.08,1
5.8,6,0.19,5.8,1
7.86,10,0.22,8.17,1
12.22,15,0.17,15,1
4.26,5,0.44,5.25,1
23.33,25,0.11,23.33,1
10.75,28,0.11,17.5,1
5.19,15,0.33,11.75,1
18.5,22,0.11,22.33,1
15,15,0.07,15,1
10.33,10,0.2,10,1
11.25,20,0.11,17.5,1
10.83,20,0.12,14,1
6.9,20,0.18,15,1
13.38,21,0.15,21,1
12,15,0.13,15,1
8.5,10,0.25,8.75,1
7.94,10,0.33,10,1
4.35,3,0.34,4.43,1
9.17,10,0.18,9,1
14.17,10,0.24,15,1
11.38,5,0.27,5.67,1
16.5,18,0.11,18.67,1
10.25,24,0.14,10.25,1
7,5,0.51,8,1
14,20,0.13,20,1
10,15,0.1,12.5,1
42.5,75,0.08,42.5,1
5.91,5,0.17,9.25,1
4.59,5,0.34,5,1
10.2,10,0.18,10,1
6.6,6,0.21,7.25,1
5.19,7,0.24,7,1
6.67,5,0.14,6.25,1
7.18,8,0.23,8,1
19.4,25,0.14,20,1
9.5,12,0.17,9.5,1
44.38,100,0.11,80,1
20,20,0.1,20,1
4.56,6,0.31,4.83,1
6,10,0.25,8.5,1
6.09,11,0.36,10,1
15,15,0.08,15,1
4.27,4,0.42,4.5,1
4.76,5,0.26,5.33,1
12.5,15,0.13,12.5,1
7.59,8,0.25,9,1
6.67,20,0.24,13.5,1
22,20,0.11,25,1
11.9,20,0.19,13.4,1
7.6,10,0.25,8,1
11.29,20,0.25,12.2,1
16.75,25,0.11,19.67,1
26.5,30,0.07,26.5,1
12,16,0.11,16,1
30,30,0.07,30,1
8.5,16,0.11,13,1
5,5,0.25,5,1
11.67,10,0.16,11.67,1
8.22,14,0.29,13,1
9.4,15,0.11,14,1
25,25,0.1,25,1
14.5,25,0.24,25,1
8.44,20,0.23,20,1
7.29,6,0.21,7.67,1
20,20,0.17,20,1
22.5,25,0.08,22.5,1
13.11,15,0.24,13.2,1
3.41,4,0.27,4.25,1
14.89,20,0.24,18.25,1
6,6,0.33,6.5,1
7.58,10,0.2,10,1
2.92,3,0.24,3.14,1
13.38,15,0.15,15,1
7,10,0.16,7.5,1
8.75,14,0.38,12.67,1
23,23,0.1,23,1
11.5,10,0.21,10,1
25,25,0.06,25,1
25,25,0.13,25,1
12.13,20,0.21,17,1
15,19,0.12,19,1
5.44,8,0.31,6.5,1
6.35,9,0.24,9.5,1
6.25,10,0.19,8.4,1
9.39,10,0.31,15,1
12.5,20,0.1,20,1
10.67,10,0.38,10.67,1
20,20,0.06,20,1
20.14,25,0.12,25,1
4.25,5,0.3,5.5,1
7.64,8,0.2,8.6,1
5.95,5,0.32,8.6,1
7.75,10,0.28,10.4,1
9.57,15,0.12,12.33,1
17.54,20,0.17,20,1
6.93,10,0.21,8.5,1
15,15,0.17,19,1
8.41,15,0.27,8.4,1
4.45,4,0.61,6.5,1
11.44,16,0.24,0,1
8.53,10,0.24,11.5,1
10.33,19,0.1,19,1
20,20,0.07,20,1
4,5,0.33,4.8,1
7.45,10,0.24,8.83,1
4.28,11,0.29,8,1
14.67,17,0.13,19,1
15,20,0.11,15,1
19.17,20,0.16,21.25,1
10.86,15,0.15,15,1
17.5,25,0.07,17.5,1
5.88,10,0.25,10,1
25.67,25,0.15,25.67,1
8.78,9,0.62,9.45,1
8.4,8,0.13,14,1
25,25,0.1,25,1
5.8,8,0.29,6.12,1
6.37,10,0.37,7,1
13.33,20,0.1,17.5,1
9.5,15,0.18,13,1
15.78,18,0.19,15.88,1
7.33,5,0.29,7.29,1
7.18,10,0.22,9.4,1
8.25,9,0.31,9.8,1
17,20,0.15,20,1
13.8,20,0.15,20,1
4,1,0.24,4.75,1
9.17,23,0.14,23,1
10.83,15,0.15,15,1
4.43,3,0.25,4.5,1
10.4,16,0.14,12,1
7.04,11,0.27,11,1
12.81,16,0.2,15.67,1
13.68,15,0.42,14.8,1
8.67,10,0.33,10,1
9,15,0.12,15,1
11.6,12,0.13,13.25,1
13.54,16,0.24,16.29,1
16.43,10,0.17,15,1
5.27,5,0.25,8.75,1
8.58,16,0.26,15.33,1
9.29,15,0.14,14,1
16.17,20,0.13,22.5,1
8.43,4,0.15,10.67,1
11.67,20,0.09,20,1
6.62,10,0.17,7.5,1
7.33,5,0.19,10,1
5.31,7,0.35,6,1
4.35,7,0.25,5.29,1
9.33,10,0.17,10.25,1
16.25,20,0.23,16.67,1
25,25,0.07,0,1
10.55,18,0.16,0,1
14,25,0.09,20,1
7.5,12,0.2,12,1
4.33,4,0.25,4.75,1
8.5,10,0.15,9.33,1
9.15,10,0.2,8.75,1
13,16,0.14,13.33,1
5.14,3,0.24,5.5,1
12.5,20,0.14,18.33,1
18.1,30,0.62,26.67,1
5.17,10,0.21,5.4,1
11.8,20,0.26,20,1
15,20,0.08,20,1
12.3,16,0.18,16,1
3.76,4,0.25,3.33,1
9,10,0.17,10,1
2.81,5,0.24,4,1
10.5,10,0.24,10,1
3.86,10,0.39,8,1
13,20,0.19,20,1
12.83,15,0.12,11.67,1
13.56,20,0.15,18,1
15.14,17,0.12,17,1
9.81,10,0.25,11.4,1
18,21,0.1,18,1
13.4,15,0.62,14.67,1
15.67,17,0.11,15.67,1
9,16,0.27,12.67,1
6.85,10,0.19,10,1
12.08,10,0.24,13.17,1
8.89,12,0.47,10.89,1
6.21,11,0.23,10.67,1
13.3,20,0.14,20,1
7.25,12,0.2,11,1
20.83,50,0.12,43.5,1
10,10,0.28,10,1
4.5,5,0.26,4.86,1
11.28,11,0.3,13,1
7.33,11,0.23,10,1
16.5,26,0.11,22.67,1
15,20,0.11,15,1
3.72,5,0.38,5,1
5,5,0.28,5,1
12,20,0.09,15,1
5.86,10,0.26,6.4,1
8,15,0.26,8.8,1
28.75,50,0.17,28.75,1
17.31,28,0.22,26.8,1
11.75,20,0.11,20,1
5.64,20,0.18,20,1
7.43,8,0.29,7.67,1
26,20,0.09,24.5,1
8.29,7,0.38,10.31,1
13.25,10,0.18,10,1
15,25,0.16,25,1
7.33,15,0.2,12.5,1
10.43,10,0.2,9.25,1
10.5,6,0.12,15,1
12.5,15,0.09,12.5,1
4.94,15,0.16,15,1
12.5,15,0.07,15,1
10,15,0.09,10,1
25,25,0.06,25,1
7.38,10,0.22,12.5,1
17.06,21,0.32,19.4,1
6.12,10,0.22,7.25,1
17.33,25,0.17,22.75,1
25,25,0.07,25,1
19.31,20,0.15,19.67,1
12.9,21,0.18,20,1
10.4,15,0.1,15,1
5,5,0.59,5,1
15.09,15,0.19,17.67,1
17.62,25,0.14,23.33,1
5.33,7,0.27,5.33,1
12.9,6,0.18,17.75,1
7.6,11,0.22,9.4,1
8.48,14,0.29,13,1
10.8,20,0.2,11.75,1
13,17,0.11,13,1
6.8,10,0.18,8.67,1
20,20,0.07,20,1
15,15,0.09,20,1
10.31,12,0.23,12,1
10.75,16,0.12,12.67,1
10.67,18,0.17,18,1
29,40,0.12,37.5,1
9.25,20,0.15,15,1
8.6,12,0.16,11,1
8.35,5,0.24,9,1
7.5,10,0.15,7.5,1
8.92,10,0.23,10,1
15,15,0.08,15,1
6.4,15,0.15,13,1
7.4,10,0.18,8.4,1
5.76,10,0.32,7.71,1
5,2,0.17,5,1
13.6,19,0.33,18,1
14.59,10,0.29,10,1
15.33,20,0.16,19,1
13.17,17,0.11,17,1
18.33,25,0.08,25,1
8.5,11,0.24,10,1
6.93,6,0.28,6.17,1
20,20,0.07,20,1
10.67,12,0.18,11,1
10.5,20,0.15,14,1
9.14,12,0.18,12.75,1
4.58,4,0.39,5.6,1
14.72,17,0.28,15,1
14.84,12,0.25,11,1
13.75,20,0.11,20,1
20,25,0.11,20,1
13.56,15,0.16,16,1
22.81,20,0.23,23.5,1
7.91,9,0.37,8.2,1
15,15,0.11,15,1
11.83,12,0.12,18.5,1
5.33,5,0.25,5.5,1
9.25,6,0.12,12.5,1
6.25,5,0.17,6.25,1
5.83,5,0.28,5.4,1
10.88,12,0.26,12.86,1
27,50,0.33,50,1
8.33,6,0.2,10.5,1
8.22,10,0.31,11.62,1
7.67,5,0.35,8.33,1
8.5,10,0.23,9.67,1
7.27,4,0.19,10.5,1
16,17,0.08,17,1
11.67,16,0.11,14,1
20,30,0.09,27.5,1
8.47,10,0.26,10,1
9.8,15,0.12,11,1
15.17,21,0.15,21,1
9,10,0.14,12.5,1
10,10,0.19,10.83,1
10,10,0.13,10,1
5.71,6,0.23,6.17,1
10.78,20,0.17,20,1
11.4,12,0.19,11.75,1
9.5,15,0.11,13,1
7.56,5,0.24,8.57,1
20,20,0.08,20,1
9.5,15,0.12,13.33,1
11.14,18,0.13,18,1
11.86,15,0.14,13.67,1
6.25,7,0.27,6.4,1
5.88,11,0.23,11,1
3.29,3,0.58,3.86,1
10.8,10,0.14,16,1
6.22,12,0.31,10.67,1
20,20,0.07,20,1
5.65,5,0.49,5.8,1
13,15,0.19,16.67,1
15,5,0.1,20,1
13.71,20,0.11,20,1
20,20,0.11,20,1
12.25,20,0.09,20,1
6.89,9,0.19,9,1
9.31,10,0.26,10.75,1
6.36,10,0.21,7.75,1
16,17,0.09,17,1
22.5,25,0.08,22.5,1
4,3,0.24,5.2,1
4.41,7,0.32,7,1
15,20,0.07,15,1
11.53,15,0.41,13.5,1
8.57,11,0.24,10,1
10,15,0.13,15,1
27.42,75,0.33,48.5,1
13.32,20,0.28,18,1
5.8,7,0.18,5.8,1
7.3,10,0.26,7.5,1
25,25,0.07,25,1
20,20,0.06,20,1
7,8,0.17,8,1
12.91,17,0.18,16.33,1
2.46,2,0.65,3,1
4.69,5,0.25,8,1
20,20,0.08,20,1
6.43,7,0.23,7.4,1
20.18,25,0.13,25.5,1
12.5,15,0.08,12.5,1
9.19,12,0.29,10.5,1
7.24,13,0.23,13,1
7.21,13,0.24,11,1
19.4,25,0.1,23.5,1
9.09,10,0.2,10.75,1
9.75,15,0.1,12.5,1
13,20,0.13,16.67,1
12.07,100,0.27,22.17,1
15,21,0.17,21.5,1
5.91,11,0.2,7.17,1
5.92,5,0.19,5,1
17,25,0.13,18.33,1
8.14,10,0.17,8.4,1
10.71,17,0.24,15.67,1
11.43,17,0.24,17,1
11.62,13,0.23,12.75,1
14.8,20,0.17,20,1
19.38,25,0.12,25,1
17.16,25,0.3,21.25,1
8.43,15,0.13,15,1
13.74,15,0.41,19.11,1
12.8,14,0.43,12.7,1
2.57,5,0.29,2.67,1
20,20,0.06,20,1
20,20,0.11,20,1
13,20,0.1,13,1
17,30,0.21,27.5,1
4.25,4,0.39,4,1
11.78,30,0.19,18,1
3.94,5,0.49,5,1
3.55,5,0.43,4,1
6.88,10,0.23,10,1
9.25,10,0.16,9.25,1
12.25,20,0.1,16.5,1
19.67,15,0.22,19,1
11.4,10,0.14,12.33,1
11.68,14,0.22,12.75,1
10,10,0.12,10,1
10.5,15,0.13,15,1
9,25,0.11,25,1
4.69,5,0.27,5.33,1
10.76,10,0.23,10,1
13.71,10,0.19,10,1
3.5,4,0.36,4.88,1
8.67,10,0.16,10,1
16.11,30,0.13,27.5,1
4.56,3,0.21,5.4,1
10.5,20,0.15,12.5,1
20,30,0.08,30,1
14,10,0.26,0,1
17.14,25,0.17,18.75,1
7.18,8,0.2,7.6,1
13.14,17,0.26,17,1
24.44,25,0.13,25,1
10.06,10,0.27,12.67,1
7.78,11,0.26,10,1
13.7,16,0.19,16,1
8.92,15,0.21,14.33,1
6,10,0.28,10,1
3.41,5,0.28,5,1
7.7,15,0.34,14,1
12.14,30,0.15,30,1
6.92,10,0.21,10,1
3.8,3,0.24,4.33,1
10.5,20,0.12,17.5,1
9.55,10,0.14,12.5,1
7.67,10,0.22,8.8,1
10,15,0.14,11.67,1
35,30,0.07,35,1
8.5,14,0.54,14.5,1
5.89,6,0.23,5.6,1
5.88,10,0.35,8,1
4.6,5,0.3,5.33,1
10.78,9,0.16,9.67,1
7.37,7,0.47,7,1
4.42,5,0.45,5,1
19.4,12,0.19,16.6,1
9.8,11,0.2,11,1
9.43,12,0.19,12.25,1
10.44,10,0.27,15,1
15.33,10,0.08,18,1
6,10,0.16,7.33,1
12.33,20,0.17,15.5,1
5.67,3,0.23,7.5,1
3.81,5,0.37,4.12,1
3.72,5,0.27,4.75,1
10.19,10,0.28,10,1
6.41,11,0.32,8.33,1
9.5,10,0.33,10,1
9.86,16,0.13,15,1
17.5,20,0.1,17.5,1
8.97,15,0.38,11.75,1
4.89,5,0.86,5.67,1
15,15,0.14,15,1
11.79,5,0.26,15.2,1
7.61,10,0.25,11.25,1
12.2,19,0.12,18,1
10,10,0.17,10,1
7.2,10,0.15,8,1
7.69,10,0.29,10,1
14,17,0.09,16,1
9.33,16,0.13,16,1
8.75,10,0.17,8.75,1
10,15,0.1,10,1
17.5,25,0.08,17.5,1
10.25,15,0.17,10.25,1
11.24,5,0.18,0,1
9.24,9,0.24,7.25,1
9.86,12,0.2,11.33,1
14.78,20,0.32,12.57,1
6.4,13,0.22,13,1
